1.0000	0.8649	0.8930	0.8702	0.8949	0.8551	0.8783	0.8641	0.8558	0.8723	0.8297	0.8929	0.8548	0.8362	0.8473	0.8833	0.8636	0.8667	0.9009	0.8310	0.8613	0.8929	0.8547	0.8649	0.8425	0.8238	0.8577	0.9043	0.8734	0.8680	0.8350	0.9018	0.8554	0.8524	0.8628	0.8812	0.8819	0.8601	0.8490	0.8611
0.8649	1.0000	0.8965	0.8854	0.9015	0.8753	0.8877	0.8782	0.8752	0.8825	0.8642	0.8993	0.8721	0.8553	0.8666	0.8891	0.8754	0.8851	0.9052	0.8559	0.8731	0.8993	0.8770	0.8740	0.8683	0.8611	0.8733	0.9014	0.8792	0.8870	0.8644	0.8984	0.8746	0.8690	0.8871	0.8893	0.8918	0.8673	0.8630	0.8830
0.8930	0.8965	1.0000	0.8632	0.8624	0.9173	0.8471	0.8251	0.8636	0.8639	0.9082	0.8541	0.8497	0.8681	0.8842	0.8627	0.8572	0.8488	0.9119	0.8721	0.8904	0.8541	0.9080	0.8954	0.8918	0.8947	0.8561	0.8534	0.8743	0.8889	0.8798	0.8549	0.9170	0.9057	0.8853	0.8690	0.9013	0.8416	0.8648	0.9106
0.8702	0.8854	0.8632	1.0000	0.8845	0.9081	0.8999	0.8917	0.8885	0.8618	0.8880	0.8882	0.8865	0.8694	0.8803	0.9131	0.8636	0.9105	0.9003	0.8734	0.8847	0.8882	0.8831	0.8921	0.8731	0.8807	0.8774	0.8932	0.9102	0.8671	0.8703	0.8942	0.9040	0.8961	0.8708	0.8662	0.8952	0.8740	0.8630	0.8860
0.8949	0.9015	0.8624	0.8845	1.0000	0.9161	0.8878	0.8774	0.8746	0.8758	0.9046	0.9007	0.8963	0.8783	0.8910	0.9007	0.8704	0.8960	0.9122	0.8814	0.8965	0.9007	0.9057	0.9005	0.8968	0.8988	0.8686	0.9002	0.9165	0.8950	0.8874	0.9012	0.9157	0.9023	0.8922	0.8793	0.9045	0.8837	0.8758	0.9111
0.8551	0.8753	0.9173	0.9081	0.9161	1.0000	0.8854	0.8725	0.8660	0.8950	0.8486	0.8646	0.8647	0.8482	0.8598	0.8859	0.8867	0.8708	0.8506	0.8473	0.8389	0.8646	0.8384	0.8731	0.8600	0.8452	0.8706	0.9168	0.8756	0.8925	0.8573	0.9132	0.8412	0.8572	0.8927	0.8598	0.8557	0.8714	0.8643	0.8305
0.8783	0.8877	0.8471	0.8999	0.8878	0.8854	1.0000	0.8293	0.8604	0.8868	0.8832	0.8742	0.8482	0.8637	0.8769	0.8551	0.8802	0.8411	0.9162	0.8658	0.8854	0.8742	0.8940	0.8871	0.8811	0.8748	0.8624	0.8728	0.8589	0.8974	0.8737	0.8732	0.8901	0.8876	0.8958	0.8935	0.9028	0.8509	0.8711	0.8963
0.8641	0.8782	0.8251	0.8917	0.8774	0.8725	0.8293	1.0000	0.8406	0.8741	0.8695	0.8601	0.8270	0.8446	0.8620	0.8395	0.8659	0.8177	0.9120	0.8472	0.8731	0.8601	0.8843	0.8774	0.8674	0.8596	0.8433	0.8624	0.8457	0.8880	0.8581	0.8629	0.8785	0.8752	0.8861	0.8830	0.8945	0.8306	0.8553	0.8875
0.8558	0.8752	0.8636	0.8885	0.8746	0.8660	0.8604	0.8406	1.0000	0.8705	0.8576	0.8992	0.8624	0.8393	0.8573	0.8711	0.8623	0.8526	0.9072	0.8417	0.8681	0.8992	0.8752	0.8741	0.8625	0.8545	0.8366	0.9039	0.8855	0.8840	0.8536	0.9042	0.8720	0.8633	0.8826	0.8793	0.8898	0.8606	0.8517	0.8830
0.8723	0.8825	0.8639	0.8618	0.8758	0.8950	0.8868	0.8741	0.8705	1.0000	0.8936	0.8899	0.8784	0.8574	0.8766	0.9134	0.8605	0.9044	0.9072	0.8564	0.8814	0.8899	0.8945	0.8872	0.8811	0.8902	0.8698	0.8987	0.9091	0.8844	0.8769	0.8992	0.9005	0.8892	0.8824	0.8657	0.8979	0.8704	0.8605	0.9001
0.8297	0.8642	0.9082	0.8880	0.9046	0.8486	0.8832	0.8695	0.8576	0.8936	1.0000	0.8978	0.8585	0.8510	0.8629	0.8837	0.8982	0.8597	0.9048	0.8492	0.8666	0.8978	0.8422	0.8699	0.8471	0.8334	0.8682	0.9213	0.8738	0.8787	0.8513	0.9170	0.8500	0.8403	0.8865	0.8981	0.8904	0.8757	0.8714	0.8591
0.8929	0.8993	0.8541	0.8882	0.9007	0.8646	0.8742	0.8601	0.8992	0.8899	0.8978	1.0000	0.8378	0.8617	0.8653	0.8735	0.8390	0.8657	0.8492	0.8626	0.8435	0.7984	0.8547	0.8823	0.8770	0.8662	0.8715	0.8428	0.8602	0.8733	0.8574	0.8425	0.9042	0.8767	0.8598	0.8178	0.8429	0.8306	0.8470	0.8620
0.8548	0.8721	0.8497	0.8865	0.8963	0.8647	0.8482	0.8270	0.8624	0.8784	0.8585	0.8378	1.0000	0.8282	0.8449	0.8560	0.8423	0.8373	0.8988	0.8306	0.8586	0.8466	0.8700	0.8644	0.8545	0.8419	0.8508	0.8501	0.8379	0.8738	0.8388	0.8512	0.8704	0.8554	0.8669	0.8656	0.8779	0.8148	0.8351	0.8781
0.8362	0.8553	0.8681	0.8694	0.8783	0.8482	0.8637	0.8446	0.8393	0.8574	0.8510	0.8617	0.8282	1.0000	0.8470	0.8873	0.8571	0.8708	0.9150	0.8155	0.8600	0.8947	0.8734	0.8631	0.8477	0.8457	0.8462	0.9064	0.8769	0.8806	0.8450	0.9039	0.8561	0.8613	0.8886	0.8735	0.8944	0.8483	0.8423	0.8780
0.8473	0.8666	0.8842	0.8803	0.8910	0.8598	0.8769	0.8620	0.8573	0.8766	0.8629	0.8653	0.8449	0.8470	1.0000	0.8861	0.8650	0.8727	0.9020	0.8379	0.8647	0.8969	0.8688	0.8688	0.8535	0.8446	0.8595	0.9037	0.8763	0.8801	0.8494	0.9025	0.8558	0.8563	0.8791	0.8824	0.8849	0.8599	0.8477	0.8732
0.8833	0.8891	0.8627	0.9131	0.9007	0.8859	0.8551	0.8395	0.8711	0.9134	0.8837	0.8735	0.8560	0.8873	0.8861	1.0000	0.8973	0.8380	0.9126	0.8794	0.8874	0.8780	0.8898	0.8881	0.8841	0.8744	0.8743	0.8755	0.8513	0.9016	0.8807	0.8736	0.8866	0.8855	0.8996	0.9081	0.9018	0.8590	0.8828	0.8919
0.8636	0.8754	0.8572	0.8636	0.8704	0.8867	0.8802	0.8659	0.8623	0.8605	0.8982	0.8390	0.8423	0.8571	0.8650	0.8973	1.0000	0.9024	0.9078	0.8451	0.8749	0.8886	0.8948	0.8789	0.8722	0.8689	0.8598	0.8918	0.9015	0.8795	0.8579	0.8917	0.8989	0.8853	0.8754	0.8610	0.8921	0.8594	0.8467	0.8985
0.8667	0.8851	0.8488	0.9105	0.8960	0.8708	0.8411	0.8177	0.8526	0.9044	0.8597	0.8657	0.8373	0.8708	0.8727	0.8380	0.9024	1.0000	0.9014	0.8513	0.8712	0.8584	0.8712	0.8748	0.8637	0.8465	0.8467	0.8651	0.8390	0.8856	0.8532	0.8632	0.8702	0.8579	0.8792	0.8918	0.8832	0.8349	0.8571	0.8791
0.9009	0.9052	0.9119	0.9003	0.9122	0.8506	0.9162	0.9120	0.9072	0.9072	0.9048	0.8492	0.8988	0.9150	0.9020	0.9126	0.9078	0.9014	1.0000	0.9039	0.8668	0.8619	0.8636	0.9050	0.8997	0.8971	0.9037	0.9102	0.9140	0.8973	0.8964	0.9101	0.8915	0.8762	0.8909	0.8559	0.8482	0.9019	0.8898	0.8552
0.8310	0.8559	0.8721	0.8734	0.8814	0.8473	0.8658	0.8472	0.8417	0.8564	0.8492	0.8626	0.8306	0.8155	0.8379	0.8794	0.8451	0.8513	0.9039	1.0000	0.8584	0.8921	0.8684	0.8605	0.8466	0.8412	0.8467	0.9093	0.8751	0.8802	0.8446	0.9051	0.8525	0.8541	0.8820	0.8750	0.8904	0.8512	0.8445	0.8754
0.8613	0.8731	0.8904	0.8847	0.8965	0.8389	0.8854	0.8731	0.8681	0.8814	0.8666	0.8435	0.8586	0.8600	0.8647	0.8874	0.8749	0.8712	0.8668	0.8584	1.0000	0.8574	0.8471	0.8691	0.8616	0.8517	0.8610	0.8896	0.8803	0.8765	0.8493	0.8903	0.8759	0.8621	0.8702	0.8374	0.8542	0.8536	0.8447	0.8536
0.8929	0.8993	0.8541	0.8882	0.9007	0.8646	0.8742	0.8601	0.8992	0.8899	0.8978	0.7984	0.8466	0.8947	0.8969	0.8780	0.8886	0.8584	0.8619	0.8921	0.8574	1.0000	0.8547	0.8823	0.8770	0.8662	0.8715	0.8428	0.8602	0.8733	0.8574	0.8425	0.9042	0.8767	0.8598	0.8178	0.8429	0.8306	0.8470	0.8620
0.8547	0.8770	0.9080	0.8831	0.9057	0.8384	0.8940	0.8843	0.8752	0.8945	0.8422	0.8547	0.8700	0.8734	0.8688	0.8898	0.8948	0.8712	0.8636	0.8684	0.8471	0.8547	1.0000	0.8764	0.8573	0.8483	0.8748	0.9074	0.8828	0.8724	0.8577	0.9052	0.8673	0.8502	0.8731	0.8561	0.8561	0.8763	0.8660	0.8383
0.8649	0.8740	0.8954	0.8921	0.9005	0.8731	0.8871	0.8774	0.8741	0.8872	0.8699	0.8823	0.8644	0.8631	0.8688	0.8881	0.8789	0.8748	0.9050	0.8605	0.8691	0.8823	0.8764	1.0000	0.8683	0.8611	0.8733	0.9014	0.8792	0.8870	0.8644	0.8984	0.8746	0.8690	0.8871	0.8893	0.8918	0.8673	0.8630	0.8830
0.8425	0.8683	0.8918	0.8731	0.8968	0.8600	0.8811	0.8674	0.8625	0.8811	0.8471	0.8770	0.8545	0.8477	0.8535	0.8841	0.8722	0.8637	0.8997	0.8466	0.8616	0.8770	0.8573	0.8683	1.0000	0.8435	0.8687	0.9125	0.8790	0.8729	0.8535	0.9082	0.8586	0.8620	0.8813	0.8913	0.8904	0.8694	0.8616	0.8643
0.8238	0.8611	0.8947	0.8807	0.8988	0.8452	0.8748	0.8596	0.8545	0.8902	0.8334	0.8662	0.8419	0.8457	0.8446	0.8744	0.8689	0.8465	0.8971	0.8412	0.8517	0.8662	0.8483	0.8611	0.8435	1.0000	0.8591	0.9099	0.8597	0.8653	0.8261	0.9057	0.8341	0.8421	0.8662	0.8945	0.8793	0.8606	0.8499	0.8462
0.8577	0.8733	0.8561	0.8774	0.8686	0.8706	0.8624	0.8433	0.8366	0.8698	0.8682	0.8715	0.8508	0.8462	0.8595	0.8743	0.8598	0.8467	0.9037	0.8467	0.8610	0.8715	0.8748	0.8733	0.8687	0.8591	1.0000	0.9011	0.8890	0.8809	0.8551	0.9002	0.8761	0.8686	0.8816	0.8722	0.8909	0.8582	0.8493	0.8858
0.9043	0.9014	0.8534	0.8932	0.9002	0.9168	0.8728	0.8624	0.9039	0.8987	0.9213	0.8428	0.8501	0.9064	0.9037	0.8755	0.8918	0.8651	0.9102	0.9093	0.8896	0.8428	0.9074	0.9014	0.9125	0.9099	0.9011	1.0000	0.8667	0.8992	0.8928	0.8493	0.9238	0.9122	0.8919	0.8852	0.9050	0.8524	0.8811	0.9126
0.8734	0.8792	0.8743	0.9102	0.9165	0.8756	0.8589	0.8457	0.8855	0.9091	0.8738	0.8602	0.8379	0.8769	0.8763	0.8513	0.9015	0.8390	0.9140	0.8751	0.8803	0.8602	0.8828	0.8792	0.8790	0.8597	0.8890	0.8667	1.0000	0.8957	0.8697	0.8581	0.8765	0.8757	0.8931	0.9034	0.8957	0.8420	0.8724	0.8841
0.8680	0.8870	0.8889	0.8671	0.8950	0.8925	0.8974	0.8880	0.8840	0.8844	0.8787	0.8733	0.8738	0.8806	0.8801	0.9016	0.8795	0.8856	0.8973	0.8802	0.8765	0.8733	0.8724	0.8870	0.8729	0.8653	0.8809	0.8992	0.8957	1.0000	0.8743	0.9062	0.8906	0.8854	0.8815	0.8888	0.8963	0.8855	0.8766	0.8791
0.8350	0.8644	0.8798	0.8703	0.8874	0.8573	0.8737	0.8581	0.8536	0.8769	0.8513	0.8574	0.8388	0.8450	0.8494	0.8807	0.8579	0.8532	0.8964	0.8446	0.8493	0.8574	0.8577	0.8644	0.8535	0.8261	0.8551	0.8928	0.8697	0.8743	1.0000	0.9008	0.8591	0.8591	0.8684	0.8798	0.8855	0.8576	0.8470	0.8635
0.9018	0.8984	0.8549	0.8942	0.9012	0.9132	0.8732	0.8629	0.9042	0.8992	0.9170	0.8425	0.8512	0.9039	0.9025	0.8736	0.8917	0.8632	0.9101	0.9051	0.8903	0.8425	0.9052	0.8984	0.9082	0.9057	0.9002	0.8493	0.8581	0.9062	0.9008	1.0000	0.9150	0.9061	0.8923	0.8894	0.9025	0.8529	0.8820	0.9071
0.8554	0.8746	0.9170	0.9040	0.9157	0.8412	0.8901	0.8785	0.8720	0.9005	0.8500	0.9042	0.8704	0.8561	0.8558	0.8866	0.8989	0.8702	0.8915	0.8525	0.8759	0.9042	0.8673	0.8746	0.8586	0.8341	0.8761	0.9238	0.8765	0.8906	0.8591	0.9150	1.0000	0.8586	0.9026	0.9088	0.8954	0.8813	0.8752	0.8610
0.8524	0.8690	0.9057	0.8961	0.9023	0.8572	0.8876	0.8752	0.8633	0.8892	0.8403	0.8767	0.8554	0.8613	0.8563	0.8855	0.8853	0.8579	0.8762	0.8541	0.8621	0.8767	0.8502	0.8690	0.8620	0.8421	0.8686	0.9122	0.8757	0.8854	0.8591	0.9061	0.8586	1.0000	0.8949	0.8971	0.8753	0.8837	0.8758	0.8741
0.8628	0.8871	0.8853	0.8708	0.8922	0.8927	0.8958	0.8861	0.8826	0.8824	0.8865	0.8598	0.8669	0.8886	0.8791	0.8996	0.8754	0.8792	0.8909	0.8820	0.8702	0.8598	0.8731	0.8871	0.8813	0.8662	0.8816	0.8919	0.8931	0.8815	0.8684	0.8923	0.9026	0.8949	1.0000	0.8812	0.8869	0.8820	0.8681	0.8800
0.8812	0.8893	0.8690	0.8662	0.8793	0.8598	0.8935	0.8830	0.8793	0.8657	0.8981	0.8178	0.8656	0.8735	0.8824	0.9081	0.8610	0.8918	0.8559	0.8750	0.8374	0.8178	0.8561	0.8893	0.8913	0.8945	0.8722	0.8852	0.9034	0.8888	0.8798	0.8894	0.9088	0.8971	0.8812	1.0000	0.8495	0.8563	0.8416	0.8658
0.8819	0.8918	0.9013	0.8952	0.9045	0.8557	0.9028	0.8945	0.8898	0.8979	0.8904	0.8429	0.8779	0.8944	0.8849	0.9018	0.8921	0.8832	0.8482	0.8904	0.8542	0.8429	0.8561	0.8918	0.8904	0.8793	0.8909	0.9050	0.8957	0.8963	0.8855	0.9025	0.8954	0.8753	0.8869	0.8495	1.0000	0.8864	0.8749	0.8633
0.8601	0.8673	0.8416	0.8740	0.8837	0.8714	0.8509	0.8306	0.8606	0.8704	0.8757	0.8306	0.8148	0.8483	0.8599	0.8590	0.8594	0.8349	0.9019	0.8512	0.8536	0.8306	0.8763	0.8673	0.8694	0.8606	0.8582	0.8524	0.8420	0.8855	0.8576	0.8529	0.8813	0.8837	0.8820	0.8563	0.8864	1.0000	0.8464	0.8842
0.8490	0.8630	0.8648	0.8630	0.8758	0.8643	0.8711	0.8553	0.8517	0.8605	0.8714	0.8470	0.8351	0.8423	0.8477	0.8828	0.8467	0.8571	0.8898	0.8445	0.8447	0.8470	0.8660	0.8630	0.8616	0.8499	0.8493	0.8811	0.8724	0.8766	0.8470	0.8820	0.8752	0.8758	0.8681	0.8416	0.8749	0.8464	1.0000	0.8745
0.8611	0.8830	0.9106	0.8860	0.9111	0.8305	0.8963	0.8875	0.8830	0.9001	0.8591	0.8620	0.8781	0.8780	0.8732	0.8919	0.8985	0.8791	0.8552	0.8754	0.8536	0.8620	0.8383	0.8830	0.8643	0.8462	0.8858	0.9126	0.8841	0.8791	0.8635	0.9071	0.8610	0.8741	0.8800	0.8658	0.8633	0.8842	0.8745	1.0000
